color_img,depth_img,uv_img,color_gt,depth_gt
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0010_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0010_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0011.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0190_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0190_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0011_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0011_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0012.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0191_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0191_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0012_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0012_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0013.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0192_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0192_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0013_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0013_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0014.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0193_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0193_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0014_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0014_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0015.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0194_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0194_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0015_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0015_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0016.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0195_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0195_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0016_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0016_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0017.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0196_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0196_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0017_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0017_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0018.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0197_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0197_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0018_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0018_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0019.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0198_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0198_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0019_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0019_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0020.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0199_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0199_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0020_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0020_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0021.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0200_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0200_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0021_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0021_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0022.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0201_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0201_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0022_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0022_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0023.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0202_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0202_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0023_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0023_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0024.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0203_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0203_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0024_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0024_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0025.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0204_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0204_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0025_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0025_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0026.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0205_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0205_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0026_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0026_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0027.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0206_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0206_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0027_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0027_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0028.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0207_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0207_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0028_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0028_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0029.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0208_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0208_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0029_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0029_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0030.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0209_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0209_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0330_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0330_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0031.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0150_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0150_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0331_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0331_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0032.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0151_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0151_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0332_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0332_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0033.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0152_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0152_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0333_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0333_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0034.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0153_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0153_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0334_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0334_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0035.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0154_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0154_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0335_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0335_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0036.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0155_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0155_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0336_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0336_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0037.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0156_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0156_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0337_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0337_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0038.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0157_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0157_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0338_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0338_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0039.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0158_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0158_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0339_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0339_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0040.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0159_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0159_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0340_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0340_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0041.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0160_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0160_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0341_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0341_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0042.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0161_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0161_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0342_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0342_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0043.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0162_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0162_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0343_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0343_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0044.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0163_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0163_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0344_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0344_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0045.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0164_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0164_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0345_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0345_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0046.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0165_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0165_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0346_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0346_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0047.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0166_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0166_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0347_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0347_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0048.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0167_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0167_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0348_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0348_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0049.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0168_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0168_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0349_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0349_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0050.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0169_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0169_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0350_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0350_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0051.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0170_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0170_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0351_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0351_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0052.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0171_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0171_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0352_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0352_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0053.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0172_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0172_0_00.png
/home/lixing/Documents/Thuman/human3_fb_train/RENDER/00005_1/00005_0068/0353_0_00.jpg,/home/lixing/Documents/Thuman/human3_fb_train/DEPTH/00005_1/00005_0068/0353_0_00.png,/home/lixing/Documents/Thuman/human3_fb_train/uv/00005_1/00005_0068/dp.0054.png,/home/lixing/Documents/Thuman/thuman3_fb_gt/RENDER/00005_1/00005_0068/0173_0_00.jpg,/home/lixing/Documents/Thuman/thuman3_fb_gt/DEPTH/00005_1/00005_0068/0173_0_00.png
